Title,References,Included,Choper (2011)+S - DeBruyne,Farber (2013)+S - DeBruyne,Barnett (2013)+S - DeBruyne,Stone (2013)+S - DeBruyne,Sullivan (2013)+S - Eichenberger,Varat (2013?)+S - Eichenberger,Chemerinsky (2013)+S -Taylor,Rotunda (2012?)+S -Taylor,Funk -Taylor,Maggs-Taylor,Paulson (2013)+S - DeBruyne,Shanor (2009)+S - DeBruyne,Young-Eichenberger,Massey (2012)+S - DeBruyne,Weaver (2013)+S - DeBruyne,Brettschneider-Eichenberger,Epstein-Walker (Vol 1) (2013)+S - Eichenberger,Epstein-Walker (Vol 2) (2013)+S - Eichenberger,Fisher (Vol 1) 10e (2013) - Taylor,Fisher (Vol 2) 10e (2013) - Taylor,Murphy et al. (2013) - DeBruyne,Gillman et al. Vol 1 (2012) - DeBruyne,Gillman et al. Vol 2 (2012) - DeBruyne,Citation,ID,Date,Category,Issue,Legal Provision
"Johanns v. Livestock Marketing Association ",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"544 U.S. 550","2004-047","2005-05-23","First Amendment","commercial speech, excluding attorneys","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Johnson v. California",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"543 U.S. 499","2004-023","2005-02-23","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Johnson v. Transportation Agency",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"480 U.S. 616","1986-059","1987-03-24","Civil Rights","affirmative action","Federal Statute: Civil Rights Act of 1964 (Title VII)"
"Keystone Bituminous Coal Ass'n v. Debenedictis",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"480 U.S. 470","1986-052","1987-03-09","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Kilbourn v. Thompson",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"103 U.S. 168","1880-103","1881-02-28","Criminal Procedure","contempt of court or congress","Constitution: Article I, Section 6, Paragraph 1 (speech or debate clause)"
"Knox v. Lee",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"79 U.S. 457","1870-132","1871-05-01","Economic Activity","miscellaneous economic regulation","Constitution: Article I, Section 8, Paragraph 18 (necessary and proper clause)"
"Kyllo v. United States",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"533 U.S. 27","2000-069","2001-06-11","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"Ladue v. Gilleo",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"512 U.S. 43","1993-068","1994-06-13","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Little v. Barreme",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"6 U.S. 170","1804-009","1804-02-27","Miscellaneous","executive authority vis-a-vis congress or the states","Infrequently litigated statutes: Infrequently litigated statutes (act of congress, February 6, 1799, vol. 4, p. 244)"
"Martin v. City of Struthers",2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"319 U.S. 141","1942-073","1943-05-03","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Massachusetts Bd. of Ret. v. Murgia",2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"427 U.S. 307","1975-156","1976-06-25","Civil Rights","employment discrimination: on basis of race, age, religion, illegitimacy, national origin, or working conditions.","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Mathews v. Diaz",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"426 U.S. 67","1975-107","1976-06-01","Civil Rights","immigration and naturalization: welfare benefits","Constitutional Amendment: Fifth Amendment (due process)"
"McGrain v. Daugherty",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"273 U.S. 135","1926-198","1927-01-17","Miscellaneous","executive authority vis-a-vis congress or the states","No Legal Provision: No Legal Provision"
"Meredith v. Jefferson County Board of Education",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"548 U.S. 938",undefined,undefined,undefined,undefined,undefined
"Metropolitan Life Insurance Co. v. Ward",2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"470 U.S. 869","1984-062","1985-03-26","Economic Activity","state or local government tax","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Muskrat v. United States ",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"219 U.S. 346","1910-071","1911-01-23","Civil Rights","Indians (other than pertains to state jurisdiction over)","Infrequently litigated statutes: Infrequently litigated statutes (Indian land alienation)"
"National Collegiate Athletic Association v. Tarkanian",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"488 U.S. 179","1988-012","1988-12-12","Due Process","due process: hearing, government employees","Constitutional Amendment: Fourteenth Amendment (due process)"
"In re Neagle",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"135 U.S. 1","1889-208","1890-04-14","Federalism","federal pre-emption of state court jurisdiction","Infrequently litigated statutes: Infrequently litigated statutes (14 Stat 385)"
"NFIB v. Sebelius",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"567 U.S. 519","2011-077","2012-06-28","Federalism","national supremacy: miscellaneous","Constitution: Article I, Section 8, Paragraph 1 (taxing, spending, general welfare, or uniformity clause) (NA)"
"Nixon v. Administrator of General Services ",2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"433 U.S. 425","1976-176","1977-06-28","First Amendment","libel, privacy: true and false light invasions of privacy","Infrequently litigated statutes: Infrequently litigated statutes (44 U.S.C. § 2107)"
"Northwest Austin Municipal Utility District No. 1 v. Holder",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"557 U.S. 193","2008-075","2009-06-22","Civil Rights","Voting Rights Act of 1965, plus amendments","Federal Statute: Voting Rights Act of 1965, plus amendments (NA)"
"Olmstead v. United States",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"277 U.S. 438","1927-123","1928-06-04","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"Palazzolo v. Rhose Island",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"533 U.S. 606","2000-085","2001-06-28","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Palmore v. Sidoti",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"466 U.S. 429","1983-081","1984-04-24","Civil Rights","desegregation (other than as pertains to school desegregation, employment discrimination, and affirmative action)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Panama Refining Co. v. Ryan",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"293 U.S. 388","1934-073","1935-01-07","Miscellaneous","executive authority vis-a-vis congress or the states","Constitution: Article I, Section 1 (delegation of powers)"
"Perry v. Sindermann",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"408 U.S. 593","1971-174","1972-06-29","Due Process","due process: hearing, government employees","Constitutional Amendment: Fourteenth Amendment (due process)"
"Philip Morris USA v. Williams ",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"549 U.S. 346","2006-017","2007-02-20","Economic Activity","liability, punitive damages","Constitutional Amendment: Fourteenth Amendment (due process)"
"Planned Parenthood v. Casey",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"505 U.S. 833","1991-117","1992-06-29","Privacy","abortion: including contraceptives","Constitutional Amendment: Fourteenth Amendment (due process)"
"Plaut v. Spendthrift Farm",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"514 U.S. 211","1994-040","1995-04-18","Miscellaneous","miscellaneous","Federal Statute: Securities Act of 1933, the Securities and Exchange Act of 1934, or the Williams Act"
"Pleasant Grove City v. Summum",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"555 U.S. 460","2008-026","2009-02-25","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly) (NA)"
"Pollack v. Farmers' Loan and Trust Co.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"157 U.S. 429","1894-171","1895-04-08","Federal Taxation","federal taxation, typically under provisions of the Internal Revenue Code","Constitution: Article I, Section 9, Paragraph 4 (direct tax)"
"Randall v. Sorrell",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"548 U.S. 230","2005-081","2006-06-26","First Amendment","campaign spending (cf. governmental corruption):","Constitutional Amendment: First Amendment (speech, press, and assembly) (NA)"
"Reid v. Covert",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"351 U.S. 487,354 U.S. 1","1956-101","NaN-NaN-NaN","Civil Rights","military: active duty","Federal Statute: Universal Code of Military Justice"
"Reno v. Condon",2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"528 U.S. 141","1999-018","2000-01-12","Federalism","national supremacy: miscellaneous","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 2721)"
"Reynolds v. United States",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"98 U.S. 145","1878-065","1879-01-06","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (free exercise of religion)"
"Roemer v. Board of Public Works",2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"426 U.S. 736","1975-140","1976-06-21","First Amendment","parochiaid: government aid to religious schools, or religious requirements in public schools","Constitutional Amendment: First Amendment (establishment of religion)"
"Rogers v. Lodge",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"458 U.S. 613","1981-167","1982-07-01","Civil Rights","voting","Constitutional Amendment: Fourteenth Amendment (equal protection) (NA)"
"Sable Communications, Inc. v. FCC ",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"492 U.S. 115","1988-139","1989-06-23","First Amendment","obscenity, federal","Infrequently litigated statutes: Infrequently litigated statutes (47 U.S.C. § 223)"
"Schad v. Borough of Mount Ephraim",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"452 U.S. 61","1980-103","1981-06-01","First Amendment","obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Selective Draft Law Cases",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"245 U.S. 366","1917-203","1918-01-07","Miscellaneous","executive authority vis-a-vis congress or the states","Constitution: No Legal Provision"
"Sheppard v. Maxwell",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"384 U.S. 333","1965-117","1966-06-06","Criminal Procedure","extra-legal jury influences: pretrial publicity","Constitutional Amendment: Sixth Amendment (other provisions)"
"Shreveport Rate Cases",2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"234 U.S. 342","1913-104","1914-06-08","Judicial Power","judicial review of administrative agency's or administrative official's actions and procedures","No Legal Provision: No Legal Provision"
"Shuttlesworth v. Birmingham",2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"394 U.S. 147","1968-054","1969-03-10","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Silkwood v. Kerr-McGee Corp. ",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"464 U.S. 238","1983-016","1984-01-11","Judicial Power","judicial administration: Supreme Court jurisdiction or authority on appeal or writ of error, from federal district courts or courts of appeals (cf. 753)","Infrequently litigated statutes: Infrequently litigated statutes (28 U.S.C. § 1254)"
"Singleton v. Wulff",2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"428 U.S. 106","1975-171","1976-07-01","Judicial Power","standing to sue: personal injury","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement)"
"Smith v. Allwright",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"321 U.S. 649","1943-133","1944-04-03","Civil Rights","voting","Constitutional Amendment: Fifteenth Amendment (other provisions)"
"South Carolina v. Baker",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"485 U.S. 505","1987-064","1988-04-20","Federalism","national supremacy: intergovernmental tax immunity","Federal Statute: Internal Revenue Code and pre-IRC revenue acts"
"Stansbury v. Marks",2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2 U.S. 213",undefined,undefined,undefined,undefined,undefined
"State Farm Mut. Auto Ins. Co. v. Campbell ",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"538 U.S. 408","2002-041","2003-04-07","Economic Activity","liability, punitive damages","Constitutional Amendment: Fourteenth Amendment (due process)"
"Stone v. Mississippi",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"101 U.S. 814","1879-211","1880-05-10","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","No Legal Provision: No Legal Provision"
"Sugarman v. Dougall",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"413 U.S. 634","1972-179","1973-06-25","Civil Rights","employability of aliens (cf. immigration and naturalization)","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Supreme Court of NH v. Piper",2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"470 U.S. 274","1984-040","1985-03-04","Civil Rights","residency requirements: durational, plus discrimination against nonresidents","Constitution: Article IV, Section 2, Paragraph 1 (privileges and immunities clause) (NA)"
"Susan B. Anthony List v. Driehaus",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"573 U.S. 149","2013-060","2014-06-16","Judicial Power","standing to sue: direct injury","Constitution: Article III, Section 2, Paragraph 1 (case or controversy requirement) (NA)"
"Swift & Co. v. United States",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"196 U.S. 375","1904-176","1905-01-30","Economic Activity","antitrust (except in the context of mergers and union antitrust)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Terminiello v. Chicago",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"337 U.S. 1","1948-074","1949-05-16","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Terry v. Adams ",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"345 U.S. 461","1952-084","1953-05-04","Civil Rights","voting","Constitutional Amendment: Fifteenth Amendment (other provisions)"
"Terry v. Ohio",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"392 U.S. 1","1967-157","1968-06-10","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"Texas v. White",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"74 U.S. 700","1868-077","1869-04-12","Judicial Power","judicial administration: change in state law (cf. no merits: remand to determine basis of state court decision)","Constitution: Article IV, Section 4 (guarantee clause)"
"The Daniel Ball",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"77 U.S. 557","1870-045","1871-01-23","Economic Activity","federal and some few state regulations of transportation regulation: boat","Infrequently litigated statutes: Infrequently litigated statutes (10 SAL 61)"
"Twining v. New Jersey",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"211 U.S. 78","1908-007","1908-11-09","Criminal Procedure","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","Constitutional Amendment: Fifth Amendment (self-incrimination)"
"United States v. American Library Association, Inc.",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"539 U.S. 194","2002-076","2003-06-23","First Amendment","obscenity, federal","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"United States v. Belmont",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"301 U.S. 324","1936-118","1937-05-03","Miscellaneous","executive authority vis-a-vis congress or the states","No Legal Provision: No Legal Provision"
"United States v. Eichman ",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"496 U.S. 310","1989-103","1990-06-11","First Amendment","protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 700)"
"United States v. Guest",2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"383 U.S. 745","1965-083","1966-03-28","Civil Rights","liability, civil rights acts (cf. liability, governmental and liability, nongovernmental; cruel and unusual punishment, non-death penalty)","Infrequently litigated statutes: Infrequently litigated statutes (18 U.S.C. § 241)"
"United States v. Klein",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"80 U.S. 128","1871-072","1872-01-29","Miscellaneous","executive authority vis-a-vis congress or the states","Infrequently litigated statutes: Infrequently litigated statutes (Act of Congress, July 12, 1870)"
"United States v. Richardson ",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"418 U.S. 166","1973-157","1974-06-25","Judicial Power","standing to sue: taxpayer's suit","0: 0"
"Vacco v. Quill",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"521 U.S. 793","1996-092","1997-06-26","Privacy","right to die","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Wabash, St. L. & P. Ry. Co. v. State of Illinois",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"118 U.S. 557","1886-002","1886-10-25","Economic Activity","state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)","Constitution: Article I, Section 8, Paragraph 3 (interstate commerce clause)"
"Washington v. Seattle School District",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"458 U.S. 457","1981-161","1982-06-30","Civil Rights","desegregation, schools","Constitutional Amendment: Fourteenth Amendment (equal protection)"
"Watchtower Bible and Tract Society of New York v. Village of Stratton",2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"536 U.S. 150","2001-063","2002-06-17","First Amendment","free exercise of religion","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Watkins v. United States",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"354 U.S. 178","1956-108","1957-06-17","First Amendment","legislative investigations: concerning internal security only","Constitutional Amendment: Fifth Amendment (due process)"
"Weeks v. United States",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"232 U.S. 383","1913-227","1914-02-24","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"Whitney v. Robertson ",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"124 U.S. 190","1887-097","1888-01-09","Federal Taxation","federal taxation of gifts, personal, business, or professional expenses","Other: Treaty"
"Yates v. United States",2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"354 U.S. 298","1956-113","1957-06-17","First Amendment","federal or state internal security legislation: Smith, Internal Security, and related federal statutes","Federal Statute: Smith, Subversive Activities Control, Communist Control, or other similar federal legislation (also see 346)"
"Zivotofsky v. Clinton",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"566 U.S. 189","2011-037","2012-03-26","Miscellaneous","executive authority vis-a-vis congress or the states","Infrequently litigated statutes: Infrequently litigated statutes (116-1350, sec 214)"
"Zurcher v. Stanford Daily ",2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"436 U.S. 547","1977-098","1978-05-31","Criminal Procedure","search and seizure (other than as pertains to vehicles or Crime Control Act)","Constitutional Amendment: Fourth Amendment"
"Abington School District v. Schempp",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Adoptive Couple v. Baby Girl",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"570 U.S. 637","2012-075","2013-06-25","Civil Rights","Indians (other than pertains to state jurisdiction over)","Infrequently litigated statutes: Infrequently litigated statutes (25-1912 (f))"
"Afroyim v. Rusk",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"387 U.S. 253","1966-108","1967-05-29","Civil Rights","immigration and naturalization: loss of citizenship, denaturalization","Constitutional Amendment: Fourteenth Amendment (citizenship clause)"
"Akron v. Akron Center for Reproductive Health ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Alexander v. Holmes County Board of Education",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"396 U.S. 19","1969-002","1969-10-29","Civil Rights","desegregation, schools","0: 0"
"Alexander v. United States ",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"138 U.S. 353,201 U.S. 117,281 U.S. 249,441 U.S. 39,509 U.S. 544","1992-113","1993-06-28","First Amendment","obscenity, federal","Constitutional Amendment: Eighth Amendment (prohibition of excessive fines)"
"Am. Trucking Ass'ns v. Michigan Public Services Comm'n",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Amalgamated Food Employees Union Local 590 v. Logan Valley Plaza, Inc.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"391 U.S. 308","1967-129","1968-05-20","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"American Insurance Association v. Garamendi",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"539 U.S. 396","2002-079","2003-06-23","Federalism","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","Constitution: Article II, Section 1 (executive power) (NA)"
"American Jewish Congress v. City of Chicago",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"American Nurses Association v. State of Illinois",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Amy v. Smith",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"undefined",undefined,undefined,undefined,undefined,undefined
"Anderson v. Celebreeze",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Andrus v. Allard",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"444 U.S. 51","1979-005","1979-11-27","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause)"
"Apodaca v. Oregon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"406 U.S. 404","1971-111","1972-05-22","Criminal Procedure","jury trial (right to, as distinct from extra-legal jury influences)","Constitutional Amendment: Sixth Amendment (right to trial by jury)"
"Arizona v. Gant",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"556 U.S. 332","2008-044","2009-04-21","Criminal Procedure","search and seizure, vehicles","Constitutional Amendment: Fourth Amendment (NA)"
"Arkansas Educational Television Commission v. Forbes",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"523 U.S. 666","1997-065","1998-05-18","First Amendment","First Amendment, miscellaneous (cf. comity: First Amendment)","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Arkansas Game and Fish Commission v. United States",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"206 U.S. 46,204 U.S. 331,568 U.S. 23","2012-001","2012-12-04","Due Process","due process: takings clause, or other non-constitutional governmental taking of property","Constitutional Amendment: Fifth Amendment (takings clause) (NA)"
"Armour v. City of Indianapolis ",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Ashcroft v. American Civil Liberties Union",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"535 U.S. 564,542 U.S. 656","2003-090","2004-06-29","First Amendment","obscenity, federal","Constitutional Amendment: First Amendment (speech, press, and assembly)"
"Ashwander v. TVA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"undefined",undefined,undefined,undefined,undefined,undefined
"Associated Press v. Walker",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"389 U.S. 28","1967-007","1967-10-16","First Amendment","libel, defamation: defamation of public officials and public and private persons","0: 0"
